sequence,length,dedup_strategy,task_role,label_source_mode,is_from_merged_backbone,contains_merged,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_count,record_count_total,row_count_after_filter,source_db_set,source_table_set,source_file_set,origin_source_set,high_confidence_flag,conflict_flag,tier_23,raw_record_ids,citation_ids,notes,is_main_23,is_aux_45,weight_len,weight_quality,sample_weight
WVPSV,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,627.247779918,627.247779918,627.247779918,627.247779918,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,5009,Porcine blood,small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Spectrophotometric method by Matzui et al. || RP-HPLC,False,True,0.5,0.7,0.35
WYSLA,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,86.9,86.9,86.9,86.90000000000002,1.0,3,3,3,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000704 || 10557 || mbpdb_ace_000080 || MBPDB_P02754_WYSLA_35-39 || 6964,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10557 || 10.1021/jf063427j || Bovine (Bos taurus),BIOPEP-UWM || ACE-Inhibitory and Radical-Scavenging Activity of Peptides Derived from β-Lactoglobulin f(19-25) Interactions with Ascorbic Acid || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.8,0.4
YGFLP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,232.33,270.195,260.0,256.505,1.1629793827745016,3,5,5,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000009 || 2625 || mbpdb_ace_000123 || MBPDB_P05814_YGFLP_74-78 || 2470 || 6294 || 6805,"https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2625 || 1) 10.1080/00021369.1989.10869621, 2) 10.3390/foods9080991 || Human (Human Beta Casein) || Human (Synthetic peptide of Human beta casein)","BIOPEP-UWM || 1) Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein, 2) In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",False,True,0.5,0.8,0.4
YGLYP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,159.27,159.27,159.27,159.27,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2453,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
YKLRP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,16.5,16.5,16.5,16.5,1.0,1,1,1,,,,mbpdb_core_standardized,False,False,,mbpdb_ace_000012 || MBPDB_P24627_YKLRP_91-95,10.1021/jf4053868,Novel Antihypertensive Lactoferrin-Derived Peptides Produced by Kluyveromyces marxianus: Gastrointestinal Stability Profile and In Vivo Angiotensin I-Converting Enzyme (ACE) Inhibition || Bos taurus || Lactotransferrin,False,True,0.5,0.7,0.35
YKWLP,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,17.2,17.2,17.2,17.2,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2842,Synthesized,small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
YPLDL,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,51.0,51.0,51.0,51.0,1.0,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,2422 || 6542,Soybean (Soy bioactive),small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
YPSYG,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.1297149684246458,0.1297149684246458,0.1297149684246458,0.1297149684246458,1.0,1,1,1,,,,ferm_strict_core_standardized,False,False,,fermfoodb_ace_000156 || FMDB355,22901481,singleton || only_one_record_in_fermfoodb || Ace-inhibitory || spectrophotometeric assay using HHL as substrate,False,True,0.5,0.7,0.35
YVVFK,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,44.0,44.0,44.0,44.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,6974,Soybean (Glycine max),small || exact_molar_value || not_converted: ic50_type不是mass_unit,False,True,0.5,0.7,0.35
YYAPF,5,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,26.3,26.4,26.35,26.35,1.0038022813688212,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,1909 || 2395,Wine,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || RP-HPLC, SEC",False,True,0.5,0.7,0.35
