sequence,length,dedup_strategy,task_role,label_source_mode,is_from_merged_backbone,contains_merged,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_count,record_count_total,row_count_after_filter,source_db_set,source_table_set,source_file_set,origin_source_set,high_confidence_flag,conflict_flag,tier_23,raw_record_ids,citation_ids,notes
ALPM,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,928.0,928.0,928.0,928.0,1.0,2,6,6,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000099 || MBPDB_P02754_ALPM_158-161 || 1320 || 1742 || 2781 || 5277 || 6094,10.3168/jds.S0022-0302(04)70013-2 || Whey protein (Beta Lactoglobulin) || Whey product (commercial) || Milk (whey),"Structural Analysis of a New Anti-Hypertensive Peptide (β-Lactosin B) Isolated from a Commercial Whey Product || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Abubakar et al. || RP-HPLC || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC || FAB-MS, RP-HPLC, GF || GFC, RP-HPLC, HIC"
ALPP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,280.0,280.0,280.0,280.0,1.0,2,4,4,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000243 || MBPDB_P05814_ALPP_162-165 || 5278 || 6011 || 6836,10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Synthetic peptide of Human beta casein),"Inhibition of Angiotensin-converting Enzyme by Synthetic Pep tides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS"
APER,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,530.21,530.21,530.21,530.21,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000302 || 8949,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8949,BIOPEP-UWM
APPH,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,31.91,31.91,31.91,31.91,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000540 || 9707,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9707,BIOPEP-UWM
AWPF,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,18.3,18.3,18.3,18.3,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1912,Wine,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || RP-HPLC, SEC"
DAGP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,162.3,162.3,162.3,162.3,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000419 || 9150,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9150,BIOPEP-UWM
DERF,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,37.08,37.08,37.08,37.08,1.0,1,1,1,,,,mbpdb_core_standardized,False,False,,mbpdb_ace_000059 || MBPDB_P02668_DERF_35-38,10.1016/j.foodchem.2010.05.026,"Production, analysis and in vivo evaluation of novel angiotensin-I-converting enzyme inhibitory peptides from bovine casein || Bos taurus || Kappa-casein"
DIGP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,194.2,194.2,194.2,194.2,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000418 || 9149,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9149,BIOPEP-UWM
DLGP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,149.0,149.0,149.0,149.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000416 || 9147,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9147,BIOPEP-UWM
EKGP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,129.9,129.9,129.9,129.9,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000426 || 9157,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9157,BIOPEP-UWM
EQGP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,139.9,139.9,139.9,139.9,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000424 || 9155,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9155,BIOPEP-UWM
ERVL,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,200.3,200.3,200.3,200.3,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1340,,small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || HPLC
EVPK,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,1.73,1.73,1.73,1.73,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1241,Sweet-potato tuber thioredoxinh,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || TLC (Holmquist et al., 1979) || Ni2+-chelate AC"
FLCT,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,6.53,6.53,6.53,6.53,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000660 || 10140,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10140,BIOPEP-UWM
FLQP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,68.7,68.7,68.7,68.7,1.0,1,1,1,,,,mbpdb_core_standardized,False,False,,mbpdb_ace_000109 || MBPDB_P02666_FLQP_102-105,10.1016/j.foodchem.2014.01.056,Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein
FPQY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,300.7,300.74,300.72,300.72,1.0001330229464582,2,2,2,,,,biopep_core_standardized || mbpdb_core_standardized,False,False,,biopep_ace_000492 || 9283 || mbpdb_ace_000264 || MBPDB_P02663_FPQY_107-110,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9283 || 10.1016/j.idairyj.2013.05.008,BIOPEP-UWM || Resistance of casein-derived bioactive peptides to simulated gastrointestinal digestion || Bos taurus || Alpha-S2-casein
FRVW,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,18.34,18.34,18.34,18.34,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000655 || 10122,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10122,BIOPEP-UWM
FSWF,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,121.2,121.2,121.2,121.2,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000717 || 10573,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10573,BIOPEP-UWM
FVAP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,10.0,10.0,10.0,10.0,1.0,1,3,3,,,,ahtpdb_clean_um_standardized,False,False,,5279 || 5848 || 6509,Milk (bovine casein) || Casein,small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971)
FYQQ,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,25.0,25.0,25.0,25.0,1.0,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,5280 || 5789,Cereals (Maize (Zea mays)),small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC
GAGP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,98.82,98.82,98.82,98.82,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000413 || 9144,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9144,BIOPEP-UWM
GDAP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,22.5,22.5,22.5,22.5,1.0,2,5,5,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000106 || 3474 || 1054 || 5281 || 5723 || 6399,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3474 || Cuttlefish (Muscle of cuttlefish) || Cuttlefish (Sepia officinalis) || Cuttlefish muscle (Sepia officinalis),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC"
GFHI,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,135.306553911,135.306553911,135.306553911,135.306553911,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,5652,Beef (Biceps femoris),small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || Cushman and Cheung (1971)
GLFF,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,310.0,310.0,310.0,310.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000745 || 10780,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10780,BIOPEP-UWM
GPAM,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,3.47166586551,3.47166586551,3.47166586551,3.47166586551,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,3682,"Fish (Pangasius catfish skin, bone)","small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || Wu J et al., 2002 || UF"
GPAV,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,415.91,415.91,415.91,415.91,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000788 || 11042,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11042,BIOPEP-UWM
GPPP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,0.86,3711.58779543,1856.223897715,1856.223897715,4315.799762127907,1,2,2,,,,ahtpdb_clean_um_standardized,False,False,,2914 || 3684,Fish muscle proteins || Fish (Catfish sarcoplasmic protein),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Shalaby et al. (2006) || UF, GF, RP-HPLC || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM"
GVGY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,35.0,35.0,35.0,35.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,4249,Silkworm fibroin,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || HPLC, LC/MS/MS"
GVLY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,16.0,16.0,16.0,16.0,1.0,1,1,1,,,,biopep_core_standardized,False,False,,biopep_ace_000495 || 9325,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9325,BIOPEP-UWM
GWAP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,3.86,3.86,3.86,3.86,1.0,2,6,6,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000076 || 3382 || 1104 || 4633 || 5282 || 6183 || 6366,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3382 || Fish (Sardine) || Fish (Sardine muscle) || Fish (Sardine (Sardina pilchardus muscle)),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || 2,4,6-trinitrobenzene sulfonate(TNBS) method || RP-GPC, HPLC || GPC, HPLC || Cushman and Cheung (1971) || RP-HPLC"
HDHM,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,276.2,276.2,276.2,276.2,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1245,Sweet-potato tuber trypsin inhibitor,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || TLC (Holmquist et al., 1979) || TrypsinSepharose-4B AC"
IAEK,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,25.08,25.08,25.08,25.08,1.0,1,1,1,,,,mbpdb_core_standardized,False,False,,mbpdb_ace_000355 || MBPDB_P02754_IAEK_88-91,10.1021/acs.jafc.9b06237,Structure-Based Identification and Design of Angiotensin Converting Enzyme-Inhibitory Peptides from Whey Proteins || Bos taurus || Beta-lactoglobulin
IAIP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,470.0,470.0,470.0,470.0,1.0,2,4,4,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000056 || MBPDB_P07498_IAIP_118-121 || 5283 || 6045 || 6653,10.1080/00021369.1989.10869621 || Milk (human casein),Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of human kappa-casein || Homo sapiens || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981)
IAPG,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,11.4,11.4,11.4,11.4,1.0,1,3,3,,,,ahtpdb_clean_um_standardized,False,False,,1037 || 1869 || 6725,Algae (Spirulina platensis),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC, HPLC"
IEKP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,4.32472507105,4.32472507105,4.32472507105,4.32472507105,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,3685,Fish (Catfish myofibrillar protein),"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || Shalaby et al. (2006) || UF, GF, RP-HPLC"
IHPF,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,11.6,11.6,11.6,11.6,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,6885,Human plasma,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Fluorometric HPLC method || UF, HPLC"
ITRY,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,236.9,236.9,236.9,236.9,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2753,Antarctic krill (Euphausia superba),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Holmquist et al. (1979) || SEC, UPLC-ESI-MS"
IVVE,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,315.3,315.3,315.3,315.3,1.0,2,3,3,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000053 || 3260 || 1030 || 1861,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3260 || Algae (Chlorella vulgaris),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC, HPLC"
IYLL,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,42.0,42.0,42.0,42.0,1.0,1,3,3,,,,ahtpdb_clean_um_standardized,False,False,,1846 || 2669 || 6547,Soybean || Soybean (Soy bioactive),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC || IEC, GF, HPLC"
IYPR,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,10.0,10.0,10.0,10.0,1.0,2,2,2,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000128 || 3540 || 6457,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3540 || Sake and sake lees,BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
KFAR,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,32.4376199616,32.4376199616,32.4376199616,32.4376199616,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,6102,Legume (Peanut (Arachis hypogaea)),"small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || RP-HPLC, UF"
KFYG,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,90.5,90.5,90.5,90.5,1.0,1,7,7,,,,ahtpdb_clean_um_standardized,False,False,,1028 || 1852 || 2661 || 2908 || 5284 || 6275 || 6681,Wakame (Undaria pinnatifida) || Wakame || Seaweed Wakame,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC || IEC, GFC, RP-HPLC || RP-HPLC, FAB-MS || GFC, IEC, RP-HPLC"
KIEL,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,849.7,849.7,849.7,849.7,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,1254,Sweet-potato tuber trypsin inhibitor,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || TLC (Holmquist et al., 1979) || TrypsinSepharose-4B AC"
KLRP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,91.6,91.6,91.6,91.6,1.0,1,1,1,,,,mbpdb_core_standardized,False,False,,mbpdb_ace_000021 || MBPDB_P24627_KLRP_92-95,10.1021/jf4053868,Novel Antihypertensive Lactoferrin-Derived Peptides Produced by Kluyveromyces marxianus: Gastrointestinal Stability Profile and In Vivo Angiotensin I-Converting Enzyme (ACE) Inhibition || Bos taurus || Lactotransferrin
KTAP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,37.0,37.0,37.0,37.0,1.0,2,3,3,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,mbpdb_ace_000053 || MBPDB_P07498_KTAP_41-44 || 5285 || 6032,10.1080/00021369.1989.10869621 || Milk (human casein),Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of human kappa-casein || Homo sapiens || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981)
KWLP,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,5.0,5.0,5.0,5.0,1.0,1,1,1,,,,ahtpdb_clean_um_standardized,False,False,,2843,Synthesized,small || exact_molar_value || not_converted: ic50_type不是mass_unit
LAMA,4,cross_source_or_source_only_aggregation,aux,aggregated_from_filtered_exact_candidates,False,False,556.0,1062.0,809.0,809.0,1.910071942446043,3,4,4,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,,biopep_ace_000148 || 3976 || mbpdb_ace_000092 || MBPDB_P02754_LAMA_38-41 || 1310 || 6483,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3976 || 10.1017/s0022029999003982 || Whey protein (Beta Lactoglobulin) || Whey protein,"BIOPEP-UWM || Angiotensin I-converting enzyme inhibitory properties of whey protein digests: concentration and characterization of active peptides || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Vermeirssen et al. || SDS-PAGE, RP-HPLC"
